id,original_text,file,line,widget_or_context
"4a7c08b36581","نام جدید","lib/screens/library/playlist_detail_screen.dart",143,"labelText"
"7eb9364797ae","انصراف","lib/screens/library/playlist_detail_screen.dart",150,"child: const Text('انصراف'),"
"658a2c04beaf","ذخیره","lib/screens/library/playlist_detail_screen.dart",159,"child: const Text('ذخیره'),"
"2c7974ef47f4","نام لیست پخش تغییر کرد","lib/screens/library/playlist_detail_screen.dart",176,"content"
"a60fec98f555","حذف لیست پخش","lib/screens/library/playlist_detail_screen.dart",192,"'حذف لیست پخش',"
"3aa7b41ae1d5","}"" مطمئن هستید؟","lib/screens/library/playlist_detail_screen.dart",196,"'آیا از حذف ""${_playlist?.title ?? ''}"" مطمئن ه..."
"b144b4ac72e4","آیا از حذف ""${_playlist?.title ?? ","lib/screens/library/playlist_detail_screen.dart",196,"'آیا از حذف ""${_playlist?.title ?? ''}"" مطمئن ه..."
"a1057368d0d3","انصراف","lib/screens/library/playlist_detail_screen.dart",202,"child: const Text('انصراف'),"
"baa624c6ca15","حذف","lib/screens/library/playlist_detail_screen.dart",210,"child: const Text('حذف'),"
"13d5de301305","لیست پخش حذف شد","lib/screens/library/playlist_detail_screen.dart",225,"content"
"9afc778f7e9e","خطا در حذف لیست پخش","lib/screens/library/playlist_detail_screen.dart",232,"content"
"7c45393c67b4","مورد","lib/screens/library/playlist_detail_screen.dart",251,"content"
"ab05e532c948","${item.titleFa ?? ""مورد""} از لیست پخش حذف شد","lib/screens/library/playlist_detail_screen.dart",251,"content"
"cff84fdd29fe","خطا در حذف از لیست پخش","lib/screens/library/playlist_detail_screen.dart",258,"content"
"8e6ed2b79a8f","خطا در شروع پخش","lib/screens/library/playlist_detail_screen.dart",320,"content"
"421fd7eb10bf","لیست پخش","lib/screens/library/playlist_detail_screen.dart",346,"_playlist?.title ?? 'لیست پخش',"
"d25758d19b10","تغییر نام","lib/screens/library/playlist_detail_screen.dart",372,"Text"
"446e3a677365","حذف لیست پخش","lib/screens/library/playlist_detail_screen.dart",382,"Text"
"0d00b065c77b","تلاش مجدد","lib/screens/library/playlist_detail_screen.dart",418,"child: const Text('تلاش مجدد'),"
"efe967b52593","لیست پخش یافت نشد","lib/screens/library/playlist_detail_screen.dart",428,"'لیست پخش یافت نشد',"
"8ae521c701ba","${_items.length} مورد","lib/screens/library/playlist_detail_screen.dart",503,"'${_items.length} مورد',"
"170887009c51","پخش همه","lib/screens/library/playlist_detail_screen.dart",517,"label"
"3b771fc496c9","این لیست پخش خالی است","lib/screens/library/playlist_detail_screen.dart",541,"'این لیست پخش خالی است',"
"55e4b8925033","موسیقی‌ها را از صفحه جزئیات به این لیست اضافه کنید","lib/screens/library/playlist_detail_screen.dart",547,"? 'موسیقی‌ها را از صفحه جزئیات به این لیست اضاف..."
"bf582ad9a649","کتاب‌ها را از صفحه جزئیات به این لیست اضافه کنید","lib/screens/library/playlist_detail_screen.dart",548,": 'کتاب‌ها را از صفحه جزئیات به این لیست اضافه ..."
"f1b33ca9dbfe","حذف از لیست پخش","lib/screens/library/playlist_detail_screen.dart",676,"tooltip: 'حذف از لیست پخش',"
"fb5882dc1302","$hours ساعت و $minutes دقیقه","lib/screens/library/playlist_detail_screen.dart",689,"return '$hours ساعت و $minutes دقیقه';"
"48c0bec38139","$minutes دقیقه","lib/screens/library/playlist_detail_screen.dart",691,"return '$minutes دقیقه';"
"6800ed80ab4e","دسته‌بندی‌ها","lib/screens/listener/categories_list_screen.dart",96,"title"
"8c4ed118ac59","$bookCount کتاب","lib/screens/listener/categories_list_screen.dart",152,"'$bookCount کتاب',"
"0921cb1e60f7","رمان","lib/screens/listener/categories_list_screen.dart",162,"if (lower.contains('رمان') || lower.contains('د..."
"c069795dc199","داستان","lib/screens/listener/categories_list_screen.dart",162,"if (lower.contains('رمان') || lower.contains('د..."
"f1aaf39d2f85","تاریخ","lib/screens/listener/categories_list_screen.dart",163,"if (lower.contains('تاریخ')) return Icons.histo..."
"cdc338af461a","علم","lib/screens/listener/categories_list_screen.dart",164,"if (lower.contains('علم') || lower.contains('دا..."
"e69b89d09416","دانش","lib/screens/listener/categories_list_screen.dart",164,"if (lower.contains('علم') || lower.contains('دا..."
"43b3e107f7cd","خودسازی","lib/screens/listener/categories_list_screen.dart",165,"if (lower.contains('روانشناسی') || lower.contai..."
"f19cd4ca30d6","روانشناسی","lib/screens/listener/categories_list_screen.dart",165,"if (lower.contains('روانشناسی') || lower.contai..."
"003340664e19","کودک","lib/screens/listener/categories_list_screen.dart",166,"if (lower.contains('کودک')) return Icons.child_..."
"a65d11116817","دین","lib/screens/listener/categories_list_screen.dart",167,"if (lower.contains('مذهب') || lower.contains('د..."
"062a79e24ea8","مذهب","lib/screens/listener/categories_list_screen.dart",167,"if (lower.contains('مذهب') || lower.contains('د..."
"be9a8237d038","کسب","lib/screens/listener/categories_list_screen.dart",168,"if (lower.contains('اقتصاد') || lower.contains(..."
"8483ab3c9bbf","اقتصاد","lib/screens/listener/categories_list_screen.dart",168,"if (lower.contains('اقتصاد') || lower.contains(..."
"965a15ab7e17","هنر","lib/screens/listener/categories_list_screen.dart",169,"if (lower.contains('هنر')) return Icons.palette;"
"fcff2c1ea323","ورزش","lib/screens/listener/categories_list_screen.dart",170,"if (lower.contains('ورزش')) return Icons.sports;"
"a4f48bd1ac3b","سفر","lib/screens/listener/categories_list_screen.dart",171,"if (lower.contains('سفر')) return Icons.flight;"
"217c7fd445d1","خطا در بارگذاری کتاب‌ها","lib/screens/listener/category_screen.dart",101,"_errorMessage = 'خطا در بارگذاری کتاب‌ها';"
"a8e911ef8c53","خطا در اتصال به اینترنت","lib/screens/listener/category_screen.dart",110,"? 'خطا در اتصال به اینترنت'"
"e5c220155222","خطا در بارگذاری کتاب‌ها","lib/screens/listener/category_screen.dart",111,": 'خطا در بارگذاری کتاب‌ها';"
"516716de4a30","جدیدترین","lib/screens/listener/category_screen.dart",148,"const Text('جدیدترین'),"
"2851396af0cb","محبوب‌ترین","lib/screens/listener/category_screen.dart",158,"const Text('محبوب‌ترین'),"
"512cf60623a6","بالاترین امتیاز","lib/screens/listener/category_screen.dart",168,"const Text('بالاترین امتیاز'),"
"7034b59c72f8","الفبایی","lib/screens/listener/category_screen.dart",178,"const Text('الفبایی'),"
"eca8b58c11b8","کتابی در این دسته‌بندی یافت نشد","lib/screens/listener/category_screen.dart",201,"'کتابی در این دسته‌بندی یافت نشد',"
"ba1786c8024c","پرستو","lib/screens/listener/category_screen.dart",285,"// Check if this book is branded as ""پرستو"""
"12aabca8a7a2","پرستو","lib/screens/listener/category_screen.dart",292,"final narrator = isParastoBrand ? 'پرستو' : nar..."
"b42e14cf4c7f","رایگان","lib/screens/listener/category_screen.dart",324,"'رایگان',"
"13b7c63fcfe2","دانلودها","lib/screens/listener/downloads_screen.dart",69,"title"
"7125490a5917","حذف همه دانلودها","lib/screens/listener/downloads_screen.dart",75,"tooltip: 'حذف همه دانلودها',"
"6e848bd306f3","هیچ دانلودی وجود ندارد","lib/screens/listener/downloads_screen.dart",99,"'هیچ دانلودی وجود ندارد',"
"bac9a1aa19cc","فصل‌های دانلود شده اینجا نمایش داده می‌شوند","lib/screens/listener/downloads_screen.dart",107,"'فصل‌های دانلود شده اینجا نمایش داده می‌شوند',"
"618398894eba","فضای استفاده شده","lib/screens/listener/downloads_screen.dart",167,"'فضای استفاده شده',"
"d01a510c9ff8","${ref.watch(downloadProvider).totalDownloads} فصل","lib/screens/listener/downloads_screen.dart",186,"'${ref.watch(downloadProvider).totalDownloads} ..."
"1ac5e75ab249","حذف تمام دانلودها","lib/screens/listener/downloads_screen.dart",234,"'حذف تمام دانلودها',"
"61f756cc3f76","آیا مطمئن هستید که می‌خواهید تمام فایل‌های دانلود شده را حذف کنید؟
این عمل قابل بازگشت نیست.","lib/screens/listener/downloads_screen.dart",238,"'آیا مطمئن هستید که می‌خواهید تمام فایل‌های دان..."
"ada0f6748607","انصراف","lib/screens/listener/downloads_screen.dart",244,"child: const Text('انصراف'),"
"8116ad7d989c","تمام دانلودها حذف شدند","lib/screens/listener/downloads_screen.dart",253,"content"
"96e68ce873ff","حذف همه","lib/screens/listener/downloads_screen.dart",260,"'حذف همه',"
"22b872c4d3bf","حذف دانلودهای این کتاب","lib/screens/listener/downloads_screen.dart",276,"'حذف دانلودهای این کتاب',"
"5b755d2bc7b4","آیا می‌خواهید تمام فصل‌های دانلود شده این کتاب را حذف کنید؟","lib/screens/listener/downloads_screen.dart",280,"'آیا می‌خواهید تمام فصل‌های دانلود شده این کتاب..."
"e8f7e0ba3120","انصراف","lib/screens/listener/downloads_screen.dart",286,"child: const Text('انصراف'),"
"8ccb7acb0fd2","دانلودهای کتاب حذف شدند","lib/screens/listener/downloads_screen.dart",296,"content"
"84fb91d4c931","حذف","lib/screens/listener/downloads_screen.dart",303,"'حذف',"
"6e7811cd08cc","حذف فصل","lib/screens/listener/downloads_screen.dart",319,"'حذف فصل',"
"4f932758ee65","آیا می‌خواهید این فصل را از دانلودها حذف کنید؟","lib/screens/listener/downloads_screen.dart",323,"'آیا می‌خواهید این فصل را از دانلودها حذف کنید؟',"
"eb8ed16a3ef0","انصراف","lib/screens/listener/downloads_screen.dart",329,"child: const Text('انصراف'),"
"9049937bbd52","فصل از دانلودها حذف شد","lib/screens/listener/downloads_screen.dart",338,"content"
"feffd60d8abd","حذف","lib/screens/listener/downloads_screen.dart",345,"'حذف',"
"65676bb323b0","کتاب نامشخص","lib/screens/listener/downloads_screen.dart",446,"'کتاب نامشخص',"
"160c665cbe1d","کتاب نامشخص","lib/screens/listener/downloads_screen.dart",453,"(audiobook?['title_fa'] as String?) ?? 'کتاب نا..."
"1fe7efe723b5","${chapters.length} فصل","lib/screens/listener/downloads_screen.dart",473,"'${chapters.length} فصل',"
"47104b37f2ed","حذف همه فصل‌ها","lib/screens/listener/downloads_screen.dart",507,"tooltip: 'حذف همه فصل‌ها',"
"fedca91d5022","فصل ${chapter.chapterId}","lib/screens/listener/downloads_screen.dart",607,"'فصل ${chapter.chapterId}',"
"100d8bc0742a","فصل ${chapter.chapterId}","lib/screens/listener/downloads_screen.dart",614,"(data?['title_fa'] as String?) ?? 'فصل ${chapte..."
"47f583940f8e","خطا در بارگذاری پروفایل","lib/screens/listener/edit_profile_screen.dart",64,"_showError('خطا در بارگذاری پروفایل');"
"741c5a92f831","خطا در انتخاب تصویر","lib/screens/listener/edit_profile_screen.dart",87,"_showError('خطا در انتخاب تصویر');"
"6ae691daf89d","کاربر وارد نشده است","lib/screens/listener/edit_profile_screen.dart",122,"_showError('کاربر وارد نشده است');"
"f109a514f2ef","پروفایل با موفقیت ذخیره شد","lib/screens/listener/edit_profile_screen.dart",169,"content"
"2873ff26d7b9","خطا در ذخیره پروفایل","lib/screens/listener/edit_profile_screen.dart",178,"_showError('خطا در ذخیره پروفایل');"
"3b366eb35334","ویرایش پروفایل","lib/screens/listener/edit_profile_screen.dart",209,"title"
"555a4ddb5fba","ذخیره","lib/screens/listener/edit_profile_screen.dart",223,": const Text('ذخیره'),"
"d72efdac8454","برای تغییر تصویر ضربه بزنید","lib/screens/listener/edit_profile_screen.dart",264,"'برای تغییر تصویر ضربه بزنید',"
"394e59a4b2f2","نام نمایشی","lib/screens/listener/edit_profile_screen.dart",272,"labelText"
"a32633ecd2b6","نام خود را وارد کنید","lib/screens/listener/edit_profile_screen.dart",273,"hintText"
"ec5d7a2fd75c","نام نمایشی الزامی است","lib/screens/listener/edit_profile_screen.dart",284,"return 'نام نمایشی الزامی است';"
"96c64a59753e","نام باید حداقل ۲ حرف باشد","lib/screens/listener/edit_profile_screen.dart",287,"return 'نام باید حداقل ۲ حرف باشد';"
"3114bfdb2520","درباره من","lib/screens/listener/edit_profile_screen.dart",299,"labelText"
"4d84f4f7d738","چند کلمه درباره خودتان بنویسید...","lib/screens/listener/edit_profile_screen.dart",300,"hintText"
"e49c85745ec5","ایمیل","lib/screens/listener/edit_profile_screen.dart",319,"labelText"
"bf460a285543","ایمیل قابل تغییر نیست","lib/screens/listener/edit_profile_screen.dart",333,"'ایمیل قابل تغییر نیست',"
"0061bc8aeaf9","کتاب","lib/screens/listener/home_screen.dart",32,"// - Section titles now include ""کتاب"" for clar..."
"7da36ff8ad78","پرستو","lib/screens/listener/home_screen.dart",85,"'پرستو',"
"048b9041c1c5","خطا در بارگذاری تازه‌ها","lib/screens/listener/home_screen.dart",148,"message"
"1517d35b0f66","جدیدترین کتاب‌ها","lib/screens/listener/home_screen.dart",154,"title"
"bac3e8f65477","خطا در بارگذاری پیشنهادی‌ها","lib/screens/listener/home_screen.dart",163,"message"
"919b7c5b0ba0","پیشنهاد کتاب‌ها","lib/screens/listener/home_screen.dart",169,"title"
"79ae21e2d8be","خطا در بارگذاری محبوب‌ترین‌ها","lib/screens/listener/home_screen.dart",198,"message"
"2b13bdf09c83","پرشنونده‌ترین کتاب‌ها","lib/screens/listener/home_screen.dart",204,"title"
"b6dd2afbb16a","مشاهده همه","lib/screens/listener/home_screen.dart",266,"Text"
"3da1263bf179","پرستو","lib/screens/listener/home_screen.dart",295,"// Check if this book is branded as ""پرستو"""
"e6e89b2689f8","پرستو","lib/screens/listener/home_screen.dart",302,"// Display ""پرستو"" if is_parasto_brand is true,..."
"8bf52c1dd885","پرستو","lib/screens/listener/home_screen.dart",303,"final narrator = isParastoBrand ? 'پرستو' : nar..."
"0b61e3cf0fd3","رایگان","lib/screens/listener/home_screen.dart",390,"isFree ? 'رایگان' : _formatPrice(price),"
"d6b05610a009","دسته‌بندی‌ها","lib/screens/listener/home_screen.dart",529,"title"
"f99643c629fb","تلاش مجدد","lib/screens/listener/home_screen.dart",952,"child: const Text('تلاش مجدد'),"
"404f0ad35045","اخیراً شنیده شده","lib/screens/listener/home_screen.dart",976,"title"
"fba2596e88b5","پرستو","lib/screens/listener/home_screen.dart",1010,"// Check if this book is branded as ""پرستو"""
"e2648f28be66","پرستو","lib/screens/listener/home_screen.dart",1015,"final narrator = isParastoBrand ? 'پرستو' : nar..."
"f591e32321c0","${FarsiUtils.toFarsiDigits(completionPercentage.clamp(0, 100).round())}٪","lib/screens/listener/home_screen.dart",1105,"'${FarsiUtils.toFarsiDigits(completionPercentag..."
"34ead82cf5d8","پرستو","lib/screens/listener/home_screen.dart",1170,"// Check if this book is branded as ""پرستو"""
"c0589282ce7e","پرستو","lib/screens/listener/home_screen.dart",1175,"final narrator = isParastoBrand ? 'پرستو' : nar..."
"d479646e8521","ادامه گوش دادن","lib/screens/listener/home_screen.dart",1262,"'ادامه گوش دادن',"
"1ebafcf4648c","پیشرفت: ","lib/screens/listener/home_screen.dart",1307,"'پیشرفت: ',"
"bfbcfcf5ec6d","${FarsiUtils.toFarsiDigits(completionPercentage.clamp(0, 100).round())}٪","lib/screens/listener/home_screen.dart",1313,"'${FarsiUtils.toFarsiDigits(completionPercentag..."
"eff6b42b7566","$timeRemaining باقی‌مانده","lib/screens/listener/home_screen.dart",1324,"'$timeRemaining باقی‌مانده',"
"22528fd5a7c6","ادامه","lib/screens/listener/home_screen.dart",1352,"'ادامه',"
"901945e4d4a7","$hours ساعت و $minutes دقیقه","lib/screens/listener/home_screen.dart",1404,"return '$hours ساعت و $minutes دقیقه';"
"90db28589a96","$minutes دقیقه","lib/screens/listener/home_screen.dart",1406,"return '$minutes دقیقه';"
"14b4e2458537","کتابخانه","lib/screens/listener/library_screen.dart",220,"title"
"978b89d14241","📚 کتاب‌ها","lib/screens/listener/library_screen.dart",240,"label"
"a47f7df244f3","🎵 موسیقی","lib/screens/listener/library_screen.dart",247,"label"
"82beb726ab79","موسیقی من","lib/screens/listener/library_screen.dart",262,"Tab(text: _isMusic ? 'موسیقی من' : 'کتاب‌های من'),"
"d2e8c9b2834d","کتاب‌های من","lib/screens/listener/library_screen.dart",262,"Tab(text: _isMusic ? 'موسیقی من' : 'کتاب‌های من'),"
"7e864bc456c1","علاقه‌مندی","lib/screens/listener/library_screen.dart",263,"const Tab(text: 'علاقه‌مندی'),"
"ef1410236d0a","لیست پخش","lib/screens/listener/library_screen.dart",264,"const Tab(text: 'لیست پخش'),"
"c23e8c8b6c57","خطا در بارگذاری موسیقی","lib/screens/listener/library_screen.dart",401,"widget.isMusic ? 'خطا در بارگذاری موسیقی' : 'خط..."
"48c05b486f1f","خطا در بارگذاری کتابخانه","lib/screens/listener/library_screen.dart",401,"widget.isMusic ? 'خطا در بارگذاری موسیقی' : 'خط..."
"7af32460d9bd","تلاش مجدد","lib/screens/listener/library_screen.dart",417,"child: const Text('تلاش مجدد'),"
"d466b49006ac","جستجو در موسیقی من...","lib/screens/listener/library_screen.dart",444,"hintText"
"7befdcee84dd","جستجو در کتاب‌های من...","lib/screens/listener/library_screen.dart",444,"hintText"
"d801397abf29","هنوز موسیقی خریداری نکرده‌اید","lib/screens/listener/library_screen.dart",487,"widget.isMusic ? 'هنوز موسیقی خریداری نکرده‌اید..."
"1a13c4f4af33","هنوز کتابی خریداری نکرده‌اید","lib/screens/listener/library_screen.dart",487,"widget.isMusic ? 'هنوز موسیقی خریداری نکرده‌اید..."
"0dcf81052a6e","موسیقی‌های خریداری شده اینجا نمایش داده می‌شوند","lib/screens/listener/library_screen.dart",493,"? 'موسیقی‌های خریداری شده اینجا نمایش داده می‌ش..."
"655a3a300a15","کتاب‌های خریداری شده اینجا نمایش داده می‌شوند","lib/screens/listener/library_screen.dart",494,": 'کتاب‌های خریداری شده اینجا نمایش داده می‌شوند',"
"193c8cdeae44","نتیجه‌ای یافت نشد","lib/screens/listener/library_screen.dart",520,"'نتیجه‌ای یافت نشد',"
"25b75af440d1","عبارت جستجو: ""$_searchQuery""","lib/screens/listener/library_screen.dart",525,"'عبارت جستجو: ""$_searchQuery""',"
"e44ac9fba970","پرستو","lib/screens/listener/library_screen.dart",682,"// Check if this item is branded as ""پرستو"""
"dc520b81d72d","پرستو","lib/screens/listener/library_screen.dart",691,"final displayName = isParastoBrand ? 'پرستو' : ..."
"299d52b622a5","تمام شده","lib/screens/listener/library_screen.dart",732,"? 'تمام شده'"
"88aae8da635e","قطعه ${currentChapterIndex + 1} از ${sortedChapters.length}","lib/screens/listener/library_screen.dart",734,"? 'قطعه ${currentChapterIndex + 1} از ${sortedC..."
"c76e89fed778","فصل ${currentChapterIndex + 1} از ${sortedChapters.length}","lib/screens/listener/library_screen.dart",735,": 'فصل ${currentChapterIndex + 1} از ${sortedCh..."
"e898c7c4e7d6","${sortedChapters.length} قطعه","lib/screens/listener/library_screen.dart",741,"? '${sortedChapters.length} قطعه'"
"89cbfd720726","${sortedChapters.length} فصل","lib/screens/listener/library_screen.dart",742,": '${sortedChapters.length} فصل',"
"285be1ad48c9","ادامه","lib/screens/listener/library_screen.dart",788,"'ادامه',"
"80b64654b719","خطا در بارگذاری لیست علاقه‌مندی","lib/screens/listener/library_screen.dart",823,"'خطا در بارگذاری لیست علاقه‌مندی',"
"a0a282c5964c","تلاش مجدد","lib/screens/listener/library_screen.dart",829,"child: const Text('تلاش مجدد'),"
"59da0648c157","لیست علاقه‌مندی خالی است","lib/screens/listener/library_screen.dart",859,"'لیست علاقه‌مندی خالی است',"
"d2c1d68e3046","موسیقی‌های مورد علاقه را به این لیست اضافه کنید","lib/screens/listener/library_screen.dart",865,"? 'موسیقی‌های مورد علاقه را به این لیست اضافه ک..."
"ef0692ac60fb","کتاب‌های مورد علاقه را به این لیست اضافه کنید","lib/screens/listener/library_screen.dart",866,": 'کتاب‌های مورد علاقه را به این لیست اضافه کنید',"
"059c88531cdf","رایگان","lib/screens/listener/library_screen.dart",939,"? 'رایگان'"
"b07d0ff3b509","خطا در بارگذاری لیست‌های پخش","lib/screens/listener/library_screen.dart",991,"'خطا در بارگذاری لیست‌های پخش',"
"472828dde136","تلاش مجدد","lib/screens/listener/library_screen.dart",1003,"child: const Text('تلاش مجدد'),"
"a68f58799b1f","هنوز لیست پخش موسیقی ندارید","lib/screens/listener/library_screen.dart",1046,"? 'هنوز لیست پخش موسیقی ندارید'"
"3dcca788c22c","هنوز لیست پخش کتاب ندارید","lib/screens/listener/library_screen.dart",1047,": 'هنوز لیست پخش کتاب ندارید',"
"bccf11d4f3bf","موسیقی‌های مورد علاقه را در لیست‌های پخش سازماندهی کنید","lib/screens/listener/library_screen.dart",1053,"? 'موسیقی‌های مورد علاقه را در لیست‌های پخش ساز..."
"81fbe141fed9","کتاب‌های مورد علاقه را در لیست‌های پخش سازماندهی کنید","lib/screens/listener/library_screen.dart",1054,": 'کتاب‌های مورد علاقه را در لیست‌های پخش سازما..."
"b7756f331b45","لیست پخش جدید","lib/screens/listener/library_screen.dart",1062,"label"
"82f3ff079896","لیست پخش جدید","lib/screens/listener/library_screen.dart",1088,"label"
"f139a1cfb31f","لیست پخش جدید","lib/screens/listener/library_screen.dart",1140,"'لیست پخش جدید',"
"09ddcbe027af","نام لیست پخش","lib/screens/listener/library_screen.dart",1150,"labelText"
"5458ee625e90","مثال: مورد علاقه‌های من","lib/screens/listener/library_screen.dart",1151,"hintText"
"ac6c51976233","لیست پخش موسیقی","lib/screens/listener/library_screen.dart",1172,"isMusic ? 'لیست پخش موسیقی' : 'لیست پخش کتاب',"
"0a49fffb8a2b","لیست پخش کتاب","lib/screens/listener/library_screen.dart",1172,"isMusic ? 'لیست پخش موسیقی' : 'لیست پخش کتاب',"
"b5b8e435ff86","انصراف","lib/screens/listener/library_screen.dart",1187,"child: const Text('انصراف'),"
"3d2731821a18","لطفاً نام لیست پخش را وارد کنید","lib/screens/listener/library_screen.dart",1195,"content"
"8d15dddad883","لیست پخش ""$title"" ایجاد شد","lib/screens/listener/library_screen.dart",1221,"content"
"db7edf961963","خطا در ایجاد لیست پخش","lib/screens/listener/library_screen.dart",1228,"content"
"d9608ece2c8a","ایجاد","lib/screens/listener/library_screen.dart",1234,"child: const Text('ایجاد'),"
"2a4c4c17a3fb","${playlist.itemCount} مورد","lib/screens/listener/library_screen.dart",1293,"'${playlist.itemCount} مورد',"
"a6265c4ed328","خانه","lib/screens/listener/main_shell.dart",86,"_buildNavItem(0, Icons.home, 'خانه'),"
"09919588d92c","موسیقی","lib/screens/listener/main_shell.dart",87,"_buildNavItem(1, Icons.music_note, 'موسیقی'), /..."
"2c2a1bf56c43","کتابخانه","lib/screens/listener/main_shell.dart",88,"_buildNavItem(2, Icons.library_books, 'کتابخانه'),"
"03256b4e7ba4","پروفایل","lib/screens/listener/main_shell.dart",89,"_buildNavItem(3, Icons.person, 'پروفایل'),"
"53194c0eb9eb","درباره‌ی این اثر","lib/screens/listener/music_screen.dart",24,"// - Detail screen shows ""درباره‌ی این اثر"" ins..."
"c0a245f61f54","درباره‌ی کتاب","lib/screens/listener/music_screen.dart",24,"// - Detail screen shows ""درباره‌ی این اثر"" ins..."
"7a2c3812867f","موسیقی","lib/screens/listener/music_screen.dart",34,"/// This screen is displayed in the bottom navi..."
"b1190285642e","موسیقی","lib/screens/listener/music_screen.dart",75,"'موسیقی',"
"af439b4c605d","خطا در بارگذاری موسیقی ویژه","lib/screens/listener/music_screen.dart",138,"message"
"c1641789c9d9","موسیقی ویژه","lib/screens/listener/music_screen.dart",144,"title"
"9b43f5541925","خطا در بارگذاری موسیقی جدید","lib/screens/listener/music_screen.dart",154,"message"
"c1bc4edce9da","جدیدترین‌ها","lib/screens/listener/music_screen.dart",160,"title"
"3eb39f2cf4c0","خطا در بارگذاری موسیقی محبوب","lib/screens/listener/music_screen.dart",170,"message"
"8439c139dca7","پرشنونده‌ترین‌ها","lib/screens/listener/music_screen.dart",176,"title"
"b0ab9c2d10a7","خطا در بارگذاری موسیقی","lib/screens/listener/music_screen.dart",189,"message"
"5b94c94cfb2e","خطا در بارگذاری موسیقی","lib/screens/listener/music_screen.dart",201,"message"
"eafb7080eba0","هنوز موسیقی‌ای اضافه نشده","lib/screens/listener/music_screen.dart",236,"'هنوز موسیقی‌ای اضافه نشده',"
"6a2229c72452","به زودی موسیقی‌های جدید اضافه می‌شود","lib/screens/listener/music_screen.dart",244,"'به زودی موسیقی‌های جدید اضافه می‌شود',"
"2bec3f1f6e83","موسیقی‌ای در این سبک یافت نشد","lib/screens/listener/music_screen.dart",271,"'موسیقی‌ای در این سبک یافت نشد',"
"7ff84c46fcf2","سبک دیگری را امتحان کنید","lib/screens/listener/music_screen.dart",279,"'سبک دیگری را امتحان کنید',"
"1a698d7462d7","همه سبک‌ها","lib/screens/listener/music_screen.dart",323,"label"
"aad96975cfc8","ادامه‌ی شنیدن","lib/screens/listener/music_screen.dart",422,"'ادامه‌ی شنیدن',"
"22ddf42f1f5f","پرستو","lib/screens/listener/music_screen.dart",467,"final artist = isParastoBrand ? 'پرستو' : artis..."
"0498694ad623","پرستو","lib/screens/listener/music_screen.dart",670,"final artist = isParastoBrand ? 'پرستو' : artis..."
"f03a9e141ae7","همه موسیقی‌ها","lib/screens/listener/music_screen.dart",803,"'همه موسیقی‌ها',"
"3ac670920f88","پرستو","lib/screens/listener/music_screen.dart",856,"final artist = isParastoBrand ? 'پرستو' : artis..."
"b6fea8d199b3","رایگان","lib/screens/listener/music_screen.dart",927,"'رایگان',"
"466b0e93f011","تلاش مجدد","lib/screens/listener/music_screen.dart",1137,"child: const Text('تلاش مجدد'),"
"d95df3060262","اعلان‌ها","lib/screens/listener/notifications_screen.dart",175,"title"
"1c422c87f122","فعال کردن همه","lib/screens/listener/notifications_screen.dart",191,"child: Text('فعال کردن همه', style: TextStyle(c..."
"536de220f2f2","غیرفعال کردن همه","lib/screens/listener/notifications_screen.dart",195,"child: Text('غیرفعال کردن همه', style: TextStyl..."
"6deb0a4d98b1","اعلان‌ها را مدیریت کنید تا فقط موارد مهم را دریافت کنید","lib/screens/listener/notifications_screen.dart",220,"'اعلان‌ها را مدیریت کنید تا فقط موارد مهم را در..."
"ef663088216e","محتوا","lib/screens/listener/notifications_screen.dart",233,"_buildSectionHeader('محتوا'),"
"7ad10d9a4274","کتاب‌های جدید","lib/screens/listener/notifications_screen.dart",238,"title"
"e4188578e839","اطلاع از انتشار کتاب‌های جدید","lib/screens/listener/notifications_screen.dart",239,"title"
"3bd0d182a3d8","پیشنهادها","lib/screens/listener/notifications_screen.dart",246,"title"
"62b17fbfbe05","پیشنهاد کتاب بر اساس سلیقه شما","lib/screens/listener/notifications_screen.dart",247,"title"
"99528d0e7241","تخفیف‌ها و پیشنهادات ویژه","lib/screens/listener/notifications_screen.dart",254,"title"
"bf41654f0912","اطلاع از تخفیف‌ها و کدهای تخفیف","lib/screens/listener/notifications_screen.dart",255,"title"
"34a3544efa9e","فعالیت","lib/screens/listener/notifications_screen.dart",263,"_buildSectionHeader('فعالیت'),"
"fb4bbcd40da4","یادآوری رکورد","lib/screens/listener/notifications_screen.dart",268,"title"
"74ac779c0814","یادآوری برای حفظ رکورد گوش دادن","lib/screens/listener/notifications_screen.dart",269,"title"
"902023f1c9b8","اتمام دانلود","lib/screens/listener/notifications_screen.dart",276,"title"
"31fe1c129072","اطلاع از تکمیل دانلود کتاب","lib/screens/listener/notifications_screen.dart",277,"title"
"f72681d6ee7a","سیستم","lib/screens/listener/notifications_screen.dart",285,"_buildSectionHeader('سیستم'),"
"8bddefe89fdc","به‌روزرسانی‌ها","lib/screens/listener/notifications_screen.dart",290,"title"
"eea14a260066","اطلاع از نسخه‌های جدید برنامه","lib/screens/listener/notifications_screen.dart",291,"title"
"734bf3ca86bb","پروفایل","lib/screens/listener/profile_screen.dart",44,"title"
"a52397370ac8","خطا: $e","lib/screens/listener/profile_screen.dart",52,"child: Text('خطا: $e', style: const TextStyle(c..."
"baacb6a5427b","کاربر","lib/screens/listener/profile_screen.dart",73,"(profile?['display_name'] as String?) ?? (profi..."
