id,original_text,file,line,widget_or_context
"fcc31bb7334b","عنوان انگلیسی (اختیاری)","lib/screens/admin/admin_edit_audiobook_screen.dart",400,"labelText"
"ce604538ba3a","اطلاعات هنرمند","lib/screens/admin/admin_edit_audiobook_screen.dart",427,"_isMusic ? 'اطلاعات هنرمند' : 'اطلاعات نویسنده ..."
"239a8269789d","اطلاعات نویسنده و مترجم","lib/screens/admin/admin_edit_audiobook_screen.dart",427,"_isMusic ? 'اطلاعات هنرمند' : 'اطلاعات نویسنده ..."
"a1c14c4613f0","نام هنرمند (فارسی)","lib/screens/admin/admin_edit_audiobook_screen.dart",442,"labelText"
"9677aa98542b","نام نویسنده (فارسی)","lib/screens/admin/admin_edit_audiobook_screen.dart",442,"labelText"
"fa45f1b8d26c","مثال: محسن چاوشی","lib/screens/admin/admin_edit_audiobook_screen.dart",443,"hintText"
"2a53517e33ac","مثال: آنتوان دو سنت‌اگزوپری","lib/screens/admin/admin_edit_audiobook_screen.dart",443,"hintText"
"853348538727","نام هنرمند (انگلیسی - اختیاری)","lib/screens/admin/admin_edit_audiobook_screen.dart",453,"labelText"
"be2bacd4e3ce","نام نویسنده (انگلیسی - اختیاری)","lib/screens/admin/admin_edit_audiobook_screen.dart",453,"labelText"
"cef09a9383db","نام مترجم (فارسی - اختیاری)","lib/screens/admin/admin_edit_audiobook_screen.dart",468,"labelText"
"b3129e32bfa0","مثال: احمد شاملو","lib/screens/admin/admin_edit_audiobook_screen.dart",469,"hintText"
"ccf4b3e82b90","نام مترجم (انگلیسی - اختیاری)","lib/screens/admin/admin_edit_audiobook_screen.dart",479,"labelText"
"56ece4f8eb7e","دسته‌بندی *","lib/screens/admin/admin_edit_audiobook_screen.dart",495,"labelText"
"b9c07447f429","توضیحات فارسی *","lib/screens/admin/admin_edit_audiobook_screen.dart",514,"labelText"
"08e0464e354f","توضیحات الزامی است","lib/screens/admin/admin_edit_audiobook_screen.dart",521,"return 'توضیحات الزامی است';"
"0c4e7dbb8455","توضیحات انگلیسی (اختیاری)","lib/screens/admin/admin_edit_audiobook_screen.dart",532,"labelText"
"51bbd40b8b69","مدیریت فصل‌ها (${(widget.audiobook[","lib/screens/admin/admin_edit_audiobook_screen.dart",572,"'مدیریت فصل‌ها (${(widget.audiobook['chapter_co..."
"4945066fa58f","] as int?) ?? 0} فصل)","lib/screens/admin/admin_edit_audiobook_screen.dart",572,"'مدیریت فصل‌ها (${(widget.audiobook['chapter_co..."
"f2f3410b0865","مدیریت سازندگان (نویسنده، گوینده، ...)","lib/screens/admin/admin_edit_audiobook_screen.dart",591,"label"
"8e7fcd3d91a8","همگام‌سازی سازندگان از روی نام‌ها","lib/screens/admin/admin_edit_audiobook_screen.dart",609,"label"
"bacce6e5f480","ذخیره تغییرات","lib/screens/admin/admin_edit_audiobook_screen.dart",658,"'ذخیره تغییرات',"
"3758e49c8889","انتخاب تصویر جلد","lib/screens/admin/admin_edit_audiobook_screen.dart",707,"Text"
"aab9b5fd87ab","تصویر جدید","lib/screens/admin/admin_edit_audiobook_screen.dart",734,"'تصویر جدید',"
"d7f445920daa","نمایش به نام پرستو","lib/screens/admin/admin_edit_audiobook_screen.dart",767,"'نمایش به نام پرستو',"
"ca4e802826bb","این کتاب به نام «پرستو» نمایش داده می‌شود","lib/screens/admin/admin_edit_audiobook_screen.dart",776,"? 'این کتاب به نام «پرستو» نمایش داده می‌شود'"
"01c6bbf78f3f","نام گوینده نمایش داده می‌شود","lib/screens/admin/admin_edit_audiobook_screen.dart",777,": 'نام گوینده نمایش داده می‌شود',"
"357e034b6637","کتاب ویژه","lib/screens/admin/admin_edit_audiobook_screen.dart",820,"'کتاب ویژه',"
"a519bec18374","در صفحه اصلی نمایش داده می‌شود","lib/screens/admin/admin_edit_audiobook_screen.dart",829,"? 'در صفحه اصلی نمایش داده می‌شود'"
"7352122b04eb","در صفحه اصلی نمایش داده نمی‌شود","lib/screens/admin/admin_edit_audiobook_screen.dart",830,": 'در صفحه اصلی نمایش داده نمی‌شود',"
"840ad1fa59d5","قیمت‌گذاری","lib/screens/admin/admin_edit_audiobook_screen.dart",865,"'قیمت‌گذاری',"
"2f7c9f053d1a","پولی","lib/screens/admin/admin_edit_audiobook_screen.dart",881,"_isFree ? 'رایگان' : 'پولی',"
"b41c85e6f987","رایگان","lib/screens/admin/admin_edit_audiobook_screen.dart",881,"_isFree ? 'رایگان' : 'پولی',"
"e183c662de08","قیمت (دلار)","lib/screens/admin/admin_edit_audiobook_screen.dart",894,"labelText"
"af1355a66fa1","قیمت معتبر وارد کنید","lib/screens/admin/admin_edit_audiobook_screen.dart",903,"return 'قیمت معتبر وارد کنید';"
"c668a9763ecb","لطفاً پیام خود را وارد کنید","lib/screens/admin/admin_feedback_dialog.dart",50,"content"
"1568099ac99a","بازخورد ارسال شد","lib/screens/admin/admin_feedback_dialog.dart",86,"content"
"05ce82e930f0","خطا در ارسال بازخورد: $e","lib/screens/admin/admin_feedback_dialog.dart",95,"content"
"d8ab1c023da2","بازخورد برای فصل: ${widget.chapterTitle ?? ","lib/screens/admin/admin_feedback_dialog.dart",133,"? 'بازخورد برای فصل: ${widget.chapterTitle ?? ''}'"
"74732b6bae1a","بازخورد برای کتاب","lib/screens/admin/admin_feedback_dialog.dart",134,": 'بازخورد برای کتاب',"
"2611a8655b14","نوع بازخورد","lib/screens/admin/admin_feedback_dialog.dart",155,"'نوع بازخورد',"
"fff32bc5f4e6","پیام","lib/screens/admin/admin_feedback_dialog.dart",188,"'پیام',"
"1a46ed8e4342","ارسال بازخورد","lib/screens/admin/admin_feedback_dialog.dart",240,"'ارسال بازخورد',"
"de3a60d8ba65","نکته یا توضیحی برای گوینده...","lib/screens/admin/admin_feedback_dialog.dart",268,"return 'نکته یا توضیحی برای گوینده...';"
"d14aa0fda9b6","چه تغییراتی باید انجام شود...","lib/screens/admin/admin_feedback_dialog.dart",270,"return 'چه تغییراتی باید انجام شود...';"
"426120cd1558","دلیل رد شدن کتاب/فصل...","lib/screens/admin/admin_feedback_dialog.dart",272,"return 'دلیل رد شدن کتاب/فصل...';"
"6c30077fab12","خطا در بارگذاری پروفایل","lib/screens/admin/admin_profile_screen.dart",71,"_showError('خطا در بارگذاری پروفایل');"
"88111f27dfda","خطا در انتخاب تصویر","lib/screens/admin/admin_profile_screen.dart",91,"_showError('خطا در انتخاب تصویر');"
"150f706b94b9","پروفایل ذخیره شد","lib/screens/admin/admin_profile_screen.dart",149,"_showSuccess('پروفایل ذخیره شد');"
"e86fb25f4fa2","خطا در ذخیره پروفایل","lib/screens/admin/admin_profile_screen.dart",153,"_showError('خطا در ذخیره پروفایل');"
"dd564b3d4ee6","رمز عبور جدید و تکرار آن یکسان نیست","lib/screens/admin/admin_profile_screen.dart",161,"_showError('رمز عبور جدید و تکرار آن یکسان نیست');"
"cc7c52e2c506","رمز عبور باید حداقل ۶ کاراکتر باشد","lib/screens/admin/admin_profile_screen.dart",166,"_showError('رمز عبور باید حداقل ۶ کاراکتر باشد');"
"a7937883c4e4","رمز عبور تغییر کرد","lib/screens/admin/admin_profile_screen.dart",178,"_showSuccess('رمز عبور تغییر کرد');"
"b4109fe5d7a9","خطا در تغییر رمز عبور: $e","lib/screens/admin/admin_profile_screen.dart",185,"_showError('خطا در تغییر رمز عبور: $e');"
"0c23b4ec32d1","پروفایل مدیر","lib/screens/admin/admin_profile_screen.dart",218,"title"
"309ba6244602","ذخیره","lib/screens/admin/admin_profile_screen.dart",225,": const Text('ذخیره'),"
"d686b41ea32b","برای تغییر تصویر ضربه بزنید","lib/screens/admin/admin_profile_screen.dart",264,"const Center(child: Text('برای تغییر تصویر ضربه..."
"91d1dd0ee0b1","نام نمایشی","lib/screens/admin/admin_profile_screen.dart",271,"labelText"
"fcfec7e73e7c","نام الزامی است","lib/screens/admin/admin_profile_screen.dart",277,"validator: (value) => value == null || value.tr..."
"f3db5c678720","درباره من","lib/screens/admin/admin_profile_screen.dart",287,"labelText"
"7f9a4d859098","ایمیل","lib/screens/admin/admin_profile_screen.dart",301,"labelText"
"4e7ec85cf4da","تغییر رمز عبور","lib/screens/admin/admin_profile_screen.dart",319,"title"
"16c346509398","رمز عبور جدید","lib/screens/admin/admin_profile_screen.dart",333,"labelText"
"9ab34012fe62","تکرار رمز عبور جدید","lib/screens/admin/admin_profile_screen.dart",345,"labelText"
"6e6d45caf3b8","تغییر رمز عبور","lib/screens/admin/admin_profile_screen.dart",359,": const Text('تغییر رمز عبور'),"
"4782998a833b","تبلیغات و پیشنهادات","lib/screens/admin/admin_promotions_screen.dart",23,"title"
"73ff608aa3b9","بنرها","lib/screens/admin/admin_promotions_screen.dart",30,"Tab(text: 'بنرها', icon: Icon(Icons.view_carous..."
"3c9893cf794a","قفسه‌ها","lib/screens/admin/admin_promotions_screen.dart",31,"Tab(text: 'قفسه‌ها', icon: Icon(Icons.shelves)),"
"0e0d23b83e6b","خطا در بارگذاری بنرها","lib/screens/admin/admin_promotions_screen.dart",68,"const Text('خطا در بارگذاری بنرها', style: Text..."
"2bb7b93d18fb","تلاش مجدد","lib/screens/admin/admin_promotions_screen.dart",72,"child: const Text('تلاش مجدد'),"
"21e9d0dd3323","هنوز بنری ایجاد نشده","lib/screens/admin/admin_promotions_screen.dart",85,"const Text('هنوز بنری ایجاد نشده', style: TextS..."
"143b40c535af","افزودن بنر","lib/screens/admin/admin_promotions_screen.dart",90,"label"
"4c964437738f","غیرفعال","lib/screens/admin/admin_promotions_screen.dart",183,"isActive ? 'فعال' : 'غیرفعال',"
"f3745438505a","فعال","lib/screens/admin/admin_promotions_screen.dart",183,"isActive ? 'فعال' : 'غیرفعال',"
"09c21c454843","دسته‌بندی","lib/screens/admin/admin_promotions_screen.dart",208,"targetType == 'audiobook' ? 'کتاب' : targetType..."
"438264725189","قفسه","lib/screens/admin/admin_promotions_screen.dart",208,"targetType == 'audiobook' ? 'کتاب' : targetType..."
"867ca1258abd","کتاب","lib/screens/admin/admin_promotions_screen.dart",208,"targetType == 'audiobook' ? 'کتاب' : targetType..."
"83a858fbf0e2","ترتیب: ${banner[","lib/screens/admin/admin_promotions_screen.dart",213,"'ترتیب: ${banner['sort_order'] ?? 0}',"
"da57ada40265","ویرایش","lib/screens/admin/admin_promotions_screen.dart",225,"label"
"b8c66c508356","فعال","lib/screens/admin/admin_promotions_screen.dart",230,"label"
"1d2ea41c7016","غیرفعال","lib/screens/admin/admin_promotions_screen.dart",230,"label"
"2f3d490fbe49","حذف","lib/screens/admin/admin_promotions_screen.dart",235,"label"
"879c8edf508d","خطا: $e","lib/screens/admin/admin_promotions_screen.dart",267,"SnackBar"
"83256cb3c5e6","حذف بنر","lib/screens/admin/admin_promotions_screen.dart",278,"title"
"9d1bda8f5c5b","آیا از حذف این بنر اطمینان دارید؟","lib/screens/admin/admin_promotions_screen.dart",279,"content"
"aa5c789f0d03","انصراف","lib/screens/admin/admin_promotions_screen.dart",281,"TextButton"
"955542f8606f","حذف","lib/screens/admin/admin_promotions_screen.dart",284,"child: const Text('حذف', style: TextStyle(color..."
"f095fcd36d32","خطا: $e","lib/screens/admin/admin_promotions_screen.dart",297,"SnackBar"
"829475cdf92e","خطا در بارگذاری قفسه‌ها","lib/screens/admin/admin_promotions_screen.dart",326,"const Text('خطا در بارگذاری قفسه‌ها', style: Te..."
"0a8fd232ea10","تلاش مجدد","lib/screens/admin/admin_promotions_screen.dart",330,"child: const Text('تلاش مجدد'),"
"20605bc24f15","هنوز قفسه‌ای ایجاد نشده","lib/screens/admin/admin_promotions_screen.dart",343,"const Text('هنوز قفسه‌ای ایجاد نشده', style: Te..."
"db17c08b1e44","افزودن قفسه","lib/screens/admin/admin_promotions_screen.dart",348,"label"
"713bc3b6e592","فعال","lib/screens/admin/admin_promotions_screen.dart",423,"isActive ? 'فعال' : 'غیرفعال',"
"e9566d2aea4e","غیرفعال","lib/screens/admin/admin_promotions_screen.dart",423,"isActive ? 'فعال' : 'غیرفعال',"
"43a726075b4c","ترتیب: ${shelf[","lib/screens/admin/admin_promotions_screen.dart",440,"'ترتیب: ${shelf['sort_order'] ?? 0}',"
"cdc61423de4a","مدیریت کتاب‌ها","lib/screens/admin/admin_promotions_screen.dart",450,"label"
"ddf615428d90","ویرایش","lib/screens/admin/admin_promotions_screen.dart",462,"label"
"264e3525ebe9","فعال","lib/screens/admin/admin_promotions_screen.dart",467,"label"
"2b2a8aca4682","غیرفعال","lib/screens/admin/admin_promotions_screen.dart",467,"label"
"7b12a8c35149","حذف","lib/screens/admin/admin_promotions_screen.dart",472,"label"
"acd4d057bace","خطا: $e","lib/screens/admin/admin_promotions_screen.dart",515,"SnackBar"
"2f7ffdfb5bc3","حذف قفسه","lib/screens/admin/admin_promotions_screen.dart",526,"title"
"fcf9ad97db6c","آیا از حذف این قفسه اطمینان دارید؟ تمام کتاب‌های این قفسه حذف خواهند شد.","lib/screens/admin/admin_promotions_screen.dart",527,"content"
"0c7dc3e7f25f","انصراف","lib/screens/admin/admin_promotions_screen.dart",530,"TextButton"
"27c5dabe1c48","حذف","lib/screens/admin/admin_promotions_screen.dart",533,"child: const Text('حذف', style: TextStyle(color..."
"2a98602ec13a","خطا: $e","lib/screens/admin/admin_promotions_screen.dart",546,"SnackBar"
"c000aed3e3ff","مدیریت نظرات","lib/screens/admin/admin_reviews_screen.dart",27,"title"
"65adf7fd950a","خطا: $e","lib/screens/admin/admin_reviews_screen.dart",33,"error: (e, _) => Center(child: Text('خطا: $e', ..."
"804d4e724c54","نظری یافت نشد","lib/screens/admin/admin_reviews_screen.dart",36,"return const Center(child: Text('نظری یافت نشد'..."
"52d747972b8a","کاربر","lib/screens/admin/admin_reviews_screen.dart",61,"Text"
"e8b085000347","کتاب: ${(audiobook?[","lib/screens/admin/admin_reviews_screen.dart",62,"Text"
"1196691d9e9f","حذف","lib/screens/admin/admin_reviews_screen.dart",86,"label"
"569db91c4668","حذف نظر","lib/screens/admin/admin_reviews_screen.dart",107,"title"
"232cc5b42914","آیا مطمئن هستید؟","lib/screens/admin/admin_reviews_screen.dart",108,"content"
"9b9aca1e48c5","انصراف","lib/screens/admin/admin_reviews_screen.dart",110,"TextButton"
"0e654a923245","حذف","lib/screens/admin/admin_reviews_screen.dart",111,"ElevatedButton"
"881d30862ca2","نظر حذف شد","lib/screens/admin/admin_reviews_screen.dart",120,"SnackBar"
"7ad111f90228","خطا: $e","lib/screens/admin/admin_reviews_screen.dart",122,"SnackBar"
"94e8343a34cf","تنظیمات","lib/screens/admin/admin_settings_screen.dart",22,"title"
"924b1362e616","پروفایل مدیر","lib/screens/admin/admin_settings_screen.dart",49,"const Text('پروفایل مدیر', style: TextStyle(fon..."
"dac6b30e7e45","مدیریت محتوا","lib/screens/admin/admin_settings_screen.dart",62,"_buildSectionHeader('مدیریت محتوا'),"
"4b150ac0b862","تبلیغات و پیشنهادات","lib/screens/admin/admin_settings_screen.dart",65,"title"
"43f14a1611e9","بنرها و قفسه‌های ویژه","lib/screens/admin/admin_settings_screen.dart",66,"title"
"8224a9577af4","دسته‌بندی‌ها","lib/screens/admin/admin_settings_screen.dart",71,"title"
"4a9ed4d602e1","افزودن، ویرایش و حذف دسته‌ها","lib/screens/admin/admin_settings_screen.dart",72,"title"
"ca6d2b3c216d","نظرات","lib/screens/admin/admin_settings_screen.dart",77,"title"
"e09ad7258c0f","مشاهده و مدیریت نظرات","lib/screens/admin/admin_settings_screen.dart",78,"title"
"d141d278c2c3","تنظیمات اپلیکیشن","lib/screens/admin/admin_settings_screen.dart",83,"_buildSectionHeader('تنظیمات اپلیکیشن'),"
"fc7e894c0595","تنظیمات عمومی","lib/screens/admin/admin_settings_screen.dart",86,"title"
"c3432a749941","کمیسیون، قیمت‌ها و اطلاعات اپ","lib/screens/admin/admin_settings_screen.dart",87,"title"
"01b695e97700","سیستم","lib/screens/admin/admin_settings_screen.dart",92,"_buildSectionHeader('سیستم'),"
"d2300a669f79","درباره اپلیکیشن","lib/screens/admin/admin_settings_screen.dart",95,"title"
"108d9f9926d4","نسخه ۱.۰.۰","lib/screens/admin/admin_settings_screen.dart",96,"title"
"bda5e97af666","خروج از حساب","lib/screens/admin/admin_settings_screen.dart",107,"label"
"508ebfa49872","پرستو","lib/screens/admin/admin_settings_screen.dart",153,"const Text('پرستو', style: TextStyle(color: App..."
"735514b6b1fc","نسخه","lib/screens/admin/admin_settings_screen.dart",160,"_aboutRow('نسخه', '۱.۰.۰'),"
"b21c3b12cefb","۱.۰.۰","lib/screens/admin/admin_settings_screen.dart",160,"_aboutRow('نسخه', '۱.۰.۰'),"
"8f9b948ec48b","پلتفرم","lib/screens/admin/admin_settings_screen.dart",161,"_aboutRow('پلتفرم', 'iOS, Android, Web'),"
"5946b2a7adc9","توسعه‌دهنده","lib/screens/admin/admin_settings_screen.dart",162,"_aboutRow('توسعه‌دهنده', 'تیم پرستو'),"
"758878f328d2","تیم پرستو","lib/screens/admin/admin_settings_screen.dart",162,"_aboutRow('توسعه‌دهنده', 'تیم پرستو'),"
"a3a8411bd365","اپلیکیشن کتاب صوتی فارسی","lib/screens/admin/admin_settings_screen.dart",164,"const Text('اپلیکیشن کتاب صوتی فارسی', style: T..."
"686185726d6c","بستن","lib/screens/admin/admin_settings_screen.dart",167,"TextButton"
"fea136270dac","قفسه بروزرسانی شد","lib/screens/admin/admin_shelf_form_screen.dart",73,"content"
"558db38a9606","قفسه ایجاد شد","lib/screens/admin/admin_shelf_form_screen.dart",73,"content"
"6a4c7a69c897","خطا: $e","lib/screens/admin/admin_shelf_form_screen.dart",82,"SnackBar"
"698d963159d4","ویرایش قفسه","lib/screens/admin/admin_shelf_form_screen.dart",98,"title"
"f5d766635b89","افزودن قفسه","lib/screens/admin/admin_shelf_form_screen.dart",98,"title"
"b34309b9dd9b","قفسه‌ها در صفحه اصلی شنوندگان به صورت یک بخش افقی نمایش داده می‌شوند.","lib/screens/admin/admin_shelf_form_screen.dart",121,"'قفسه‌ها در صفحه اصلی شنوندگان به صورت یک بخش ا..."
"90284f95f739","عنوان قفسه *","lib/screens/admin/admin_shelf_form_screen.dart",135,"labelText"
"0c8238af0780","مثال: ویژه‌ی این هفته","lib/screens/admin/admin_shelf_form_screen.dart",136,"hintText"
"e9a271e4d1a5","عنوان الزامی است","lib/screens/admin/admin_shelf_form_screen.dart",138,"validator: (v) => v == null || v.trim().isEmpty..."
"f6485e13509c","توضیحات (اختیاری)","lib/screens/admin/admin_shelf_form_screen.dart",146,"labelText"
"6fced0ab09dd","مثال: کتاب‌های منتخب این هفته","lib/screens/admin/admin_shelf_form_screen.dart",147,"hintText"
"c6e67247d6a7","ترتیب نمایش","lib/screens/admin/admin_shelf_form_screen.dart",157,"labelText"
"558275115cab","عدد کمتر = اولویت بالاتر","lib/screens/admin/admin_shelf_form_screen.dart",159,"helperText"
"6282e4ea3626","فعال","lib/screens/admin/admin_shelf_form_screen.dart",169,"title"
"ee12b48d09f6","قفسه در صفحه اصلی نمایش داده می‌شود","lib/screens/admin/admin_shelf_form_screen.dart",171,"_isActive ? 'قفسه در صفحه اصلی نمایش داده می‌شو..."
"416828eeeac2","قفسه مخفی است","lib/screens/admin/admin_shelf_form_screen.dart",171,"_isActive ? 'قفسه در صفحه اصلی نمایش داده می‌شو..."
"e62d0d3df9e9","بروزرسانی","lib/screens/admin/admin_shelf_form_screen.dart",190,"child: Text(_isEditing ? 'بروزرسانی' : 'ایجاد ق..."
"e3ba5cdc0ccd","ایجاد قفسه","lib/screens/admin/admin_shelf_form_screen.dart",190,"child: Text(_isEditing ? 'بروزرسانی' : 'ایجاد ق..."
"085e3be21ecd","مدیریت کتاب‌ها","lib/screens/admin/admin_shelf_form_screen.dart",197,"'پس از ایجاد قفسه، می‌توانید از طریق دکمه ""مدیر..."
"e1bcef359768","پس از ایجاد قفسه، می‌توانید از طریق دکمه ""مدیریت کتاب‌ها"" کتاب‌ها را به قفسه اضافه کنید.","lib/screens/admin/admin_shelf_form_screen.dart",197,"'پس از ایجاد قفسه، می‌توانید از طریق دکمه ""مدیر..."
"6e597f2f0153","خطا: $e","lib/screens/admin/admin_shelf_items_screen.dart",58,"SnackBar"
"1af34f0e45fe","کتاب اضافه شد","lib/screens/admin/admin_shelf_items_screen.dart",119,"SnackBar"
"4380a5f45669","خطا: $e","lib/screens/admin/admin_shelf_items_screen.dart",125,"SnackBar"
"bc13d9335107","حذف کتاب","lib/screens/admin/admin_shelf_items_screen.dart",138,"title"
"f604a81d08da","آیا از حذف این کتاب از قفسه اطمینان دارید؟","lib/screens/admin/admin_shelf_items_screen.dart",139,"content"
"575d020e1fe6","انصراف","lib/screens/admin/admin_shelf_items_screen.dart",141,"TextButton"
"0aa434e5f311","حذف","lib/screens/admin/admin_shelf_items_screen.dart",144,"child: const Text('حذف', style: TextStyle(color..."
"a6fcba4c86c8","کتاب حذف شد","lib/screens/admin/admin_shelf_items_screen.dart",156,"SnackBar"
"28c402c62d62","خطا: $e","lib/screens/admin/admin_shelf_items_screen.dart",162,"SnackBar"
"ef31e8fa681b","خطا در ذخیره ترتیب: $e","lib/screens/admin/admin_shelf_items_screen.dart",190,"SnackBar"
"c8ee154a7d16","کتاب‌های ""${widget.shelfTitle}""","lib/screens/admin/admin_shelf_items_screen.dart",205,"title"
"92c0254725d4","افزودن کتاب جدید","lib/screens/admin/admin_shelf_items_screen.dart",217,"const Text('افزودن کتاب جدید', style: TextStyle..."
"243f8cb9e455","جستجوی کتاب...","lib/screens/admin/admin_shelf_items_screen.dart",222,"hintText"
"8a422f08e025","هنوز کتابی به این قفسه اضافه نشده","lib/screens/admin/admin_shelf_items_screen.dart",299,"const Text('هنوز کتابی به این قفسه اضافه نشده',..."
"f139cfa9282b","از بخش بالا کتاب جستجو و اضافه کنید","lib/screens/admin/admin_shelf_items_screen.dart",301,"const Text('از بخش بالا کتاب جستجو و اضافه کنید..."
"3ceff839c7f4","کتاب‌های قفسه (${_items.length})","lib/screens/admin/admin_shelf_items_screen.dart",313,"'کتاب‌های قفسه (${_items.length})',"
"922bc999ccdc","بکشید برای تغییر ترتیب","lib/screens/admin/admin_shelf_items_screen.dart",319,"const Text('بکشید برای تغییر ترتیب', style: Tex..."
"cf08bf440ac1","کتاب ناشناخته","lib/screens/admin/admin_shelf_items_screen.dart",358,"(book?['title_fa'] as String?) ?? 'کتاب ناشناخته',"
"d22bc4700a06","ترتیب: ${index + 1}","lib/screens/admin/admin_shelf_items_screen.dart",364,"'ترتیب: ${index + 1}',"
"c57db0637fb2","داشبورد","lib/screens/admin/admin_shell.dart",61,"label"
"c52c30bf0f4d","کتاب‌ها","lib/screens/admin/admin_shell.dart",66,"label"
"9368dd022b4c","کاربران","lib/screens/admin/admin_shell.dart",71,"label"
"3ebf6e3a380a","پشتیبانی","lib/screens/admin/admin_shell.dart",94,"label"
"fcd013db1e60","تنظیمات","lib/screens/admin/admin_shell.dart",99,"label"
"cff26ddabaa8","پشتیبانی","lib/screens/admin/admin_support_screen.dart",28,"title"
"080f892fb2a5","باز","lib/screens/admin/admin_support_screen.dart",50,"_buildStatCard('باز', stats['open'] ?? 0, AppCo..."
"92de20000148","در حال بررسی","lib/screens/admin/admin_support_screen.dart",52,"_buildStatCard('در حال بررسی', stats['in_progre..."
"223cb31e2599","بسته شده","lib/screens/admin/admin_support_screen.dart",54,"_buildStatCard('بسته شده', stats['closed'] ?? 0..."
"3e1275492bfa","فیلتر:","lib/screens/admin/admin_support_screen.dart",65,"const Text('فیلتر:', style: TextStyle(color: Ap..."
"5b18324d3842","همه","lib/screens/admin/admin_support_screen.dart",72,"Chip"
"d40899ea9083","باز","lib/screens/admin/admin_support_screen.dart",74,"Chip"
"10f64b73fe95","در حال بررسی","lib/screens/admin/admin_support_screen.dart",76,"Chip"
"7bba30dab454","بسته","lib/screens/admin/admin_support_screen.dart",78,"Chip"
"fd84e3b1756b","خطا در بارگذاری تیکت‌ها","lib/screens/admin/admin_support_screen.dart",99,"const Text('خطا در بارگذاری تیکت‌ها', style: Te..."
"9a132b48100a","تلاش مجدد","lib/screens/admin/admin_support_screen.dart",103,"child: const Text('تلاش مجدد'),"
"dd4fcc81640f","تیکتی وجود ندارد","lib/screens/admin/admin_support_screen.dart",117,"_statusFilter == null ? 'تیکتی وجود ندارد' : 'ت..."
"4b799f77ad7d","تیکتی با این وضعیت یافت نشد","lib/screens/admin/admin_support_screen.dart",117,"_statusFilter == null ? 'تیکتی وجود ندارد' : 'ت..."
"6284031b26b0","کاربر ناشناس","lib/screens/admin/admin_support_screen.dart",227,"'کاربر ناشناس';"
"0a1e0a33ae48","گوینده","lib/screens/admin/admin_support_screen.dart",369,"return 'گوینده';"
"28ba9417b222","مدیر","lib/screens/admin/admin_support_screen.dart",371,"return 'مدیر';"
"c2af516eccaa","شنونده","lib/screens/admin/admin_support_screen.dart",373,"return 'شنونده';"
"a65ef2b1cb05","کتاب","lib/screens/admin/admin_support_screen.dart",381,"label = 'کتاب';"
"4fcba9b8d55f","حساب","lib/screens/admin/admin_support_screen.dart",384,"label = 'حساب';"
"2bfd35112438","پرداخت","lib/screens/admin/admin_support_screen.dart",387,"label = 'پرداخت';"
"e790c7e3b954","سایر","lib/screens/admin/admin_support_screen.dart",390,"label = 'سایر';"
"d5d9a4a81c48","باز","lib/screens/admin/admin_support_screen.dart",409,"label = 'باز';"
"6b11a54457bb","در حال بررسی","lib/screens/admin/admin_support_screen.dart",413,"label = 'در حال بررسی';"
"d987d9944ee9","بسته","lib/screens/admin/admin_support_screen.dart",417,"label = 'بسته';"
"286ce5845883","خطا: $e","lib/screens/admin/admin_ticket_detail_screen.dart",68,"SnackBar"
"b965f152ddf1","وضعیت تیکت تغییر کرد","lib/screens/admin/admin_ticket_detail_screen.dart",87,"SnackBar"
"e55a922d879f","خطا: $e","lib/screens/admin/admin_ticket_detail_screen.dart",93,"SnackBar"
"7a6e734ec8db","تغییر وضعیت تیکت","lib/screens/admin/admin_ticket_detail_screen.dart",116,"'تغییر وضعیت تیکت',"
"7e1d0238fee8","باز","lib/screens/admin/admin_ticket_detail_screen.dart",122,"title"
"6425e198076f","تیکت نیاز به بررسی دارد","lib/screens/admin/admin_ticket_detail_screen.dart",123,"title"
"13980b8bb6fe","در حال بررسی","lib/screens/admin/admin_ticket_detail_screen.dart",131,"title"
"ad6004104bdd","تیکت در حال پیگیری است","lib/screens/admin/admin_ticket_detail_screen.dart",132,"title"
"f01b9b1ff2ca","بسته شده","lib/screens/admin/admin_ticket_detail_screen.dart",140,"title"
"08a1d5253ec1","مشکل حل شده است","lib/screens/admin/admin_ticket_detail_screen.dart",141,"title"
"5413a999d533","تیکت #${widget.ticketId}","lib/screens/admin/admin_ticket_detail_screen.dart",165,"title"
"36bb1610ecd5","تغییر وضعیت","lib/screens/admin/admin_ticket_detail_screen.dart",170,"tooltip: 'تغییر وضعیت',"
"3d76e7af673c","خطا در بارگذاری تیکت","lib/screens/admin/admin_ticket_detail_screen.dart",187,"const Text('خطا در بارگذاری تیکت', style: TextS..."
"531e05590a10","تلاش مجدد","lib/screens/admin/admin_ticket_detail_screen.dart",191,"child: const Text('تلاش مجدد'),"
"9b134760388a","تیکت یافت نشد","lib/screens/admin/admin_ticket_detail_screen.dart",199,"child: Text('تیکت یافت نشد', style: TextStyle(c..."
"ea152ee70601","کاربر","lib/screens/admin/admin_ticket_detail_screen.dart",236,"'کاربر',"
"0705a804554a","ایجاد: ${_formatDate(ticket[","lib/screens/admin/admin_ticket_detail_screen.dart",276,"'ایجاد: ${_formatDate(ticket['created_at'])}',"
"a3bd41390ef4","بدون پیام","lib/screens/admin/admin_ticket_detail_screen.dart",328,"child: Text('بدون پیام', style: TextStyle(color..."
